Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00199","ANK3","10","Ankyrin 3","None","ENSG00000151150","None","0.0204524","0.0619014","1.0","By_ingredient","0.3649"
"SMTT00219","AP2S1","19","Adaptor Related Protein Complex 2 Sigma 1 Subunit","None","ENSG00000042753","None","0.0485369","0.0894661","1.0","By_ingredient","0.1871"
"SMTT00226","APAF1","None","apoptotic peptidase activating factor 1","Apoptotic Protease-activating Factor 1","ENSG00000120868","O14727","0.038224","0.0599169","1.0","By_ingredient","0.1467"
"SMTT00230","APOA1","11","Apolipoprotein A1","Apolipoprotein A-I","ENSG00000118137","P02647","0.040732","0.0823648","1.0","By_ingredient","0.3282"
"SMTT00238","APP","21","Amyloid Beta Precursor Protein","Amyloid Beta A4 Protein","ENSG00000142192","P05067","0.00578937","0.0204115","1.0","By_ingredient","0.4544"
"SMTT00241","AQP1","None","aquaporin 1 (Colton blood group)","Aquaporin-1","ENSG00000240583","P29972","0.00641954","0.0399386","1.0","By_ingredient","0.3825"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","1.94834e-09","3.15643e-07","0.000172341","By_ingredient","15.2646"
"SMTT00268","ASAH1","8","N-acylsphingosine Amidohydrolase 1","None","ENSG00000104763","None","0.0485369","0.0894661","1.0","By_ingredient","0.232"
"SMTT00279","ASXL1","20","Additional Sex Combs Like 1, Transcriptional Regulator","None","ENSG00000171456","None","0.0366274","0.078201","1.0","By_ingredient","0.184"
"SMTT00282","ATF2","None","activating transcription factor 2","Cyclic AMP-dependent Transcription Factor ATF-2","ENSG00000115966","P15336","0.0567873","0.079705","1.0","By_ingredient","0.1553"
"SMTT00287","ATM","11","ATM Serine/threonine Kinase","Serine-protein Kinase ATM","ENSG00000149311","Q13315","0.0143815","0.0541202","1.0","By_ingredient","0.3124"
"SMTT00299","ATP6AP2","X","ATPase H+ Transporting Accessory Protein 2","None","ENSG00000182220","None","0.0485369","0.0894661","1.0","By_ingredient","0.1888"
"SMTT00316","ATXN3","14","Ataxin 3","None","ENSG00000066427","None","0.0485369","0.0894661","1.0","By_ingredient","0.2071"
"SMTT00343","BANF1","11","Barrier To Autointegration Factor 1","None","ENSG00000175334","None","0.0485369","0.0894661","1.0","By_ingredient","0.1713"
"SMTT00356","BCHE","None","butyrylcholinesterase","Cholinesterase","ENSG00000114200","P06276","0.0200195","0.0612475","1.0","By_ingredient","2.3496"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","5.03451e-06","0.000167125","0.444551","By_ingredient","1.5991"
"SMTT00362","BCL2L1","None","BCL2 like 1","Bcl-2-like Protein 1","ENSG00000171552","Q07817","0.00361783","0.0161857","1.0","By_ingredient","0.601"
"SMTT00377","BICD2","9","BICD Cargo Adaptor 2","None","ENSG00000185963","None","0.0366274","0.078201","1.0","By_ingredient","0.1987"
"SMTT00378","BIN1","2","Bridging Integrator 1","None","ENSG00000136717","None","0.0485369","0.0894661","1.0","By_ingredient","0.1842"
"SMTT00380","BIRC5","None","baculoviral IAP repeat containing 5","Baculoviral IAP Repeat-containing Protein 5","ENSG00000089685","O15392","0.0115564","0.0287235","1.0","By_ingredient","0.4083"
"SMTT00386","BLVRA","7","Biliverdin Reductase A","Biliverdin Reductase A","ENSG00000106605","P53004","0.0366274","0.078201","1.0","By_ingredient","0.1885"
"SMTT00389","BMP2","20","Bone Morphogenetic Protein 2","None","ENSG00000125845","None","0.0226744","0.0649589","1.0","By_ingredient","0.2991"
"SMTT00399","BRAF","7","B-Raf Proto-oncogene, Serine/threonine Kinase","Serine/threonine-protein Kinase B-raf","ENSG00000157764","P15056","0.0366274","0.078201","1.0","By_ingredient","0.1625"
"SMTT00406","BSCL2","11","BSCL2, Seipin Lipid Droplet Biogenesis Associated","None","ENSG00000168000","None","0.0485369","0.0894661","1.0","By_ingredient","0.1821"
"SMTT00411","BTRC","10","Beta-transducin Repeat Containing E3 Ubiquitin Protein Ligase","None","ENSG00000166167","None","0.0123608","0.0509752","1.0","By_ingredient","0.1846"
"SMTT00434","CA1","None","carbonic anhydrase 1","Carbonic Anhydrase 1","ENSG00000133742","P00915","0.169059","0.195714","1.0","By_ingredient","0.2141"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","1.29861e-08","1.56745e-06","0.00114894","By_ingredient","11.2764"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","8.07731e-06","0.00024036","0.71411","By_ingredient","4.1003"
"SMTT00477","CASP1","None","caspase 1","Caspase-1","ENSG00000137752","P29466","0.0288065","0.0495649","1.0","By_ingredient","0.1584"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","2.86438e-06","0.000217975","1.0","By_ingredient","2.7675"
"SMTT00482","CASP8","2","Caspase 8","Caspase-8","ENSG00000064012","Q14790","0.000218483","0.00568614","1.0","By_ingredient","1.0409"
"SMTT00487","CAT","11","Catalase","Catalase","ENSG00000121691","P04040","0.00655173","0.0310363","1.0","By_ingredient","0.9339"
"SMTT00490","CAV1","7","Caveolin 1","None","ENSG00000105974","None","0.0749943","0.0989888","1.0","By_ingredient","0.1398"
"SMTT00492","CAVIN1","17","Caveolae Associated Protein 1","None","ENSG00000177469","None","0.0366274","0.078201","1.0","By_ingredient","0.1838"
"SMTT00516","CCL2","None","C-C motif chemokine ligand 2","C-C Motif Chemokine 2","ENSG00000108691","P13500","0.000905584","0.00679073","1.0","By_ingredient","0.5973"
"SMTT00520","CCNA2","None","cyclin A2","Cyclin-A2","ENSG00000145386","P20248","1.12004e-13","6.15084e-11","4.63158e-08","By_ingredient","9.3439"
"SMTT00521","CCND1","11","Cyclin D1","G1/S-specific Cyclin-D1","ENSG00000110092","P24385","6.49394e-05","0.00108695","1.0","By_ingredient","1.1266"
"SMTT00522","CCND2","12","Cyclin D2","None","ENSG00000118971","None","0.000615583","0.011497","1.0","By_ingredient","0.5077"
"SMTT00538","CD28","2","CD28 Molecule","None","ENSG00000178562","None","0.0485369","0.0894661","1.0","By_ingredient","0.1692"
"SMTT00540","CD320","19","CD320 Molecule","None","ENSG00000167775","None","0.0366274","0.078201","1.0","By_ingredient","0.178"
"SMTT00541","CD36","7","CD36 Molecule","None","ENSG00000135218","None","0.00593343","0.0388881","1.0","By_ingredient","0.5425"
"SMTT00546","CD40","20","CD40 Molecule","Tumor Necrosis Factor Receptor Superfamily Member 5","ENSG00000101017","P25942","0.0475506","0.0699221","1.0","By_ingredient","0.2172"
"SMTT00547","CD40LG","X","CD40 Ligand","CD40 Ligand","ENSG00000102245","P29965","0.00148614","0.0199353","1.0","By_ingredient","0.361"
"SMTT00552","CD80","None","CD80 molecule","T-lymphocyte Activation Antigen CD80","ENSG00000121594","P33681","0.00251958","0.0134623","1.0","By_ingredient","0.3828"
"SMTT00554","CD86","None","CD86 molecule","T-lymphocyte Activation Antigen CD86","ENSG00000114013","P42081","0.0659349","0.0893086","1.0","By_ingredient","0.2125"
"SMTT00558","CDC25B","None","cell division cycle 25B","M-phase Inducer Phosphatase 2","ENSG00000101224","P30305","0.238895","0.26747","1.0","By_ingredient","0.5608"
"SMTT00559","CDC42","1","Cell Division Cycle 42","Cell Division Control Protein 42 Homolog","ENSG00000070831","P60953","0.0192972","0.038405","1.0","By_ingredient","0.1624"
"SMTT00569","CDK2","None","cyclin dependent kinase 2","Cyclin-dependent Kinase 2","ENSG00000123374","P24941","1.95315e-07","2.40734e-05","0.0807663","By_ingredient","8.4495"
"SMTT00570","CDK4","12","Cyclin Dependent Kinase 4","Cyclin-dependent Kinase 4","ENSG00000135446","P11802","3.75483e-07","2.2794e-05","0.0331425","By_ingredient","0.981"
"SMTT00574","CDK6","7","Cyclin Dependent Kinase 6","Cyclin-dependent Kinase 6","ENSG00000105810","Q00534","0.00321884","0.0152774","1.0","By_ingredient","0.31"
"SMTT00575","CDK7","None","cyclin dependent kinase 7","Cyclin-dependent Kinase 7","ENSG00000134058","P50613","0.0288065","0.0495649","1.0","By_ingredient","0.1498"
"SMTT00577","CDKN1A","6","Cyclin Dependent Kinase Inhibitor 1A","Cyclin-dependent Kinase Inhibitor 1","ENSG00000124762","P38936","0.000934954","0.00691706","1.0","By_ingredient","0.726"
"SMTT00580","CDKN2A","9","Cyclin Dependent Kinase Inhibitor 2A","None","ENSG00000147889","None","0.0567873","0.079705","1.0","By_ingredient","0.1621"
"SMTT00590","CEBPA","19","CCAAT Enhancer Binding Protein Alpha","None","ENSG00000245848","None","0.00156541","0.0206089","1.0","By_ingredient","0.488"
"SMTT00601","CEP164","11","Centrosomal Protein 164","None","ENSG00000110274","None","0.0366274","0.078201","1.0","By_ingredient","0.1827"
"SMTT00623","CHAMP1","13","Chromosome Alignment Maintaining Phosphoprotein 1","None","ENSG00000198824","None","0.0123608","0.0509752","1.0","By_ingredient","0.2006"
"SMTT00628","CHEK2","22","Checkpoint Kinase 2","Serine/threonine-protein Kinase Chk2","ENSG00000183765","O96017","0.0288065","0.0495649","1.0","By_ingredient","0.1459"
"SMTT00636","CHRM1","None","cholinergic receptor muscarinic 1","Muscarinic Acetylcholine Receptor M1","ENSG00000168539","P11229","0.878482","0.893444","1.0","By_ingredient","2.2762"
"SMTT00643","CHRNA9","None","cholinergic receptor nicotinic alpha 9 subunit","Neuronal Acetylcholine Receptor Subunit Alpha-9","ENSG00000174343","Q9UGM1","0.00969536","0.0263476","1.0","By_ingredient","0.2618"
"SMTT00651","CHST6","16","Carbohydrate Sulfotransferase 6","None","ENSG00000183196","None","0.0485369","0.0894661","1.0","By_ingredient","0.1867"
"SMTT00654","CHUK","10","Conserved Helix-loop-helix Ubiquitous Kinase","Inhibitor Of Nuclear Factor Kappa-B Kinase Subunit Alpha","ENSG00000213341","O15111","0.0163032","0.0571178","1.0","By_ingredient","0.2982"
"SMTT00680","CLN3","16","CLN3, Battenin","None","ENSG00000261832|ENSG00000188603","None","0.0366274","0.078201","1.0","By_ingredient","0.2022"
"SMTT00692","CNGB1","16","Cyclic Nucleotide Gated Channel Beta 1","None","ENSG00000070729","None","0.0366274","0.078201","1.0","By_ingredient","0.2047"
"SMTT00715","COL11A2","6","Collagen Type XI Alpha 2 Chain","None","ENSG00000204248","None","0.00926304","0.0462174","1.0","By_ingredient","0.4213"
"SMTT00721","COL1A1","17","Collagen Type I Alpha 1 Chain","Collagen Alpha-1(I) Chain","ENSG00000108821","P02452","0.00679856","0.0221473","1.0","By_ingredient","0.3125"
"SMTT00725","COL2A1","12","Collagen Type II Alpha 1 Chain","Collagen Alpha-1(II) Chain","ENSG00000139219","P02458","0.0192972","0.038405","1.0","By_ingredient","0.1851"
"SMTT00726","COL3A1","2","Collagen Type III Alpha 1 Chain","Collagen Alpha-1(III) Chain","ENSG00000168542","P02461","0.0659349","0.0893086","1.0","By_ingredient","0.1571"
"SMTT00737","COL6A2","21","Collagen Type VI Alpha 2 Chain","None","ENSG00000142173","None","0.0366274","0.078201","1.0","By_ingredient","0.19"
"SMTT00739","COL7A1","3","Collagen Type VII Alpha 1 Chain","None","ENSG00000114270","None","0.0163032","0.0571178","1.0","By_ingredient","0.4345"
"SMTT00748","COMT","22","Catechol-O-methyltransferase","Catechol O-methyltransferase","ENSG00000093010","P21964","0.0475506","0.0699221","1.0","By_ingredient","0.2315"
"SMTT00755","COQ9","16","Coenzyme Q9","None","ENSG00000088682","None","0.0366274","0.078201","1.0","By_ingredient","0.1942"
"SMTT00786","CREB1","2","CAMP Responsive Element Binding Protein 1","Cyclic AMP-responsive Element-binding Protein 1","ENSG00000118260","P16220","0.00679856","0.0221473","1.0","By_ingredient","0.565"
"SMTT00793","CRP","None","C-reactive protein","C-reactive Protein","ENSG00000132693","P02741","0.00210969","0.0242581","1.0","By_ingredient","0.4998"
"SMTT00811","CSF2","None","colony stimulating factor 2","Granulocyte-macrophage Colony-stimulating Factor","ENSG00000164400","P04141","0.0567873","0.079705","1.0","By_ingredient","0.1627"
"SMTT00814","CSNK1D","17","Casein Kinase 1 Delta","None","ENSG00000141551","None","0.0366274","0.078201","1.0","By_ingredient","0.1885"
"SMTT00815","CSPP1","8","Centrosome And Spindle Pole Associated Protein 1","None","ENSG00000104218","None","0.0366274","0.078201","1.0","By_ingredient","0.2051"
"SMTT00816","CSRP1","None","cysteine and glycine rich protein 1","Cysteine And Glycine-rich Protein 1","ENSG00000159176","P21291","0.0485369","0.0894661","1.0","By_ingredient","0.1693"
"SMTT00818","CST3","20","Cystatin C","None","ENSG00000101439","None","0.0485369","0.0894661","1.0","By_ingredient","0.1838"
"SMTT00821","CTBP1","4","C-terminal Binding Protein 1","C-terminal-binding Protein 1","ENSG00000159692","Q13363","0.00641954","0.0399386","1.0","By_ingredient","0.3625"
"SMTT00836","CTSB","None","cathepsin B","Cathepsin B","ENSG00000164733","P07858","0.0928515","0.117499","1.0","By_ingredient","0.1549"
"SMTT00838","CTSD","11","Cathepsin D","Cathepsin D","ENSG00000117984","P07339","0.00273682","0.0141089","1.0","By_ingredient","1.3418"
"SMTT00844","CUL3","2","Cullin 3","None","ENSG00000036257","None","0.0485369","0.0894661","1.0","By_ingredient","0.1936"
"SMTT00849","CXCL10","None","C-X-C motif chemokine ligand 10","C-X-C Motif Chemokine 10","ENSG00000169245","P02778","0.00969536","0.0263476","1.0","By_ingredient","0.3421"
"SMTT00850","CXCL12","None","C-X-C motif chemokine ligand 12","Stromal Cell-derived Factor 1","ENSG00000107562","P48061","0.0288065","0.0495649","1.0","By_ingredient","None"
"SMTT00851","CXCL8","None","C-X-C motif chemokine ligand 8","Interleukin-8","ENSG00000169429","P10145","0.00245833","0.0132415","1.0","By_ingredient","0.661"
"SMTT00858","CYCS","7","Cytochrome C, Somatic","Cytochrome C","ENSG00000172115","P99999","0.0475506","0.0699221","1.0","By_ingredient","0.1413"
"SMTT00864","CYP19A1","15","Cytochrome P450 Family 19 Subfamily A Member 1","Aromatase","ENSG00000137869","P11511","0.0183277","0.0592349","1.0","By_ingredient","0.3078"
"SMTT00865","CYP1A1","None","cytochrome P450 family 1 subfamily A member 1","Cytochrome P450 1A1","ENSG00000140465","P04798","0.00221059","0.0124902","1.0","By_ingredient","0.7432"
"SMTT00866","CYP1A2","None","cytochrome P450 family 1 subfamily A member 2","Cytochrome P450 1A2","ENSG00000140505","P05177","0.0129188","0.0306415","1.0","By_ingredient","0.4304"
"SMTT00867","CYP1B1","2","Cytochrome P450 Family 1 Subfamily B Member 1","Cytochrome P450 1B1","ENSG00000138061","Q16678","0.000148733","0.00436693","1.0","By_ingredient","0.5184"
"SMTT00875","CYP2B6","None","cytochrome P450 family 2 subfamily B member 6","Cytochrome P450 2B6","ENSG00000197408","P20813","0.0928515","0.117499","1.0","By_ingredient","0.3688"
"SMTT00880","CYP2E1","None","cytochrome P450 family 2 subfamily E member 1","Cytochrome P450 2E1","ENSG00000130649","P05181","0.00575504","0.0387285","1.0","By_ingredient","0.6879"
"SMTT00883","CYP3A4","None","cytochrome P450 family 3 subfamily A member 4","Cytochrome P450 3A4","ENSG00000160868","P08684","0.003302","0.0155513","1.0","By_ingredient","0.7024"
"SMTT00891","CYTB","MT","Cytochrome B","None","None","None","0.0123608","0.0509752","1.0","By_ingredient","0.1945"
"SMTT00893","DACT1","14","Dishevelled Binding Antagonist Of Beta Catenin 1","None","ENSG00000165617","None","0.0366274","0.078201","1.0","By_ingredient","0.2014"
"SMTT00906","DCAF8","1","DDB1 And CUL4 Associated Factor 8","None","ENSG00000132716","None","0.0366274","0.078201","1.0","By_ingredient","0.186"
"SMTT00907","DCC","18","DCC Netrin 1 Receptor","None","ENSG00000187323","None","0.0485369","0.0894661","1.0","By_ingredient","0.1767"
"SMTT00914","DCTN4","5","Dynactin Subunit 4","None","ENSG00000132912","None","0.00148614","0.0199353","1.0","By_ingredient","0.4026"
"SMTT00920","DDIT3","12","DNA Damage Inducible Transcript 3","None","ENSG00000175197","None","0.0160356","0.0567038","1.0","By_ingredient","0.4375"
"SMTT00932","DES","2","Desmin","None","ENSG00000175084","None","0.00307015","0.0297685","1.0","By_ingredient","0.3705"
"SMTT01033","DUOX2","15","Dual Oxidase 2","None","ENSG00000140279","None","0.000102387","0.00148222","1.0","By_ingredient","0.67"
"SMTT01040","DYNC1H1","14","Dynein Cytoplasmic 1 Heavy Chain 1","None","ENSG00000197102","None","0.0366274","0.078201","1.0","By_ingredient","0.192"
"SMTT01052","EDA","X","Ectodysplasin A","None","ENSG00000158813","None","0.0366274","0.078201","1.0","By_ingredient","0.1903"
"SMTT01065","EFEMP2","11","EGF Containing Fibulin Extracellular Matrix Protein 2","None","ENSG00000172638","None","0.0366274","0.078201","1.0","By_ingredient","0.1964"
"SMTT01066","EFHC1","6","EF-hand Domain Containing 1","None","ENSG00000096093","None","0.0366274","0.078201","1.0","By_ingredient","0.19"
"SMTT01069","EGF","4","Epidermal Growth Factor","Pro-epidermal Growth Factor","ENSG00000138798","P01133","0.0324822","0.0744123","1.0","By_ingredient","0.316"
"SMTT01070","EGFR","7","Epidermal Growth Factor Receptor","Epidermal Growth Factor Receptor","ENSG00000146648","P00533","6.56192e-05","0.00109681","1.0","By_ingredient","1.1233"
"SMTT01075","EIF2AK3","2","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 3","None","ENSG00000172071","None","0.0298975","0.0718632","1.0","By_ingredient","0.3116"
"SMTT01078","EIF2B2","14","Eukaryotic Translation Initiation Factor 2B Subunit Beta","None","ENSG00000119718","None","0.0485369","0.0894661","1.0","By_ingredient","0.1873"
"SMTT01084","EIF6","None","eukaryotic translation initiation factor 6","Eukaryotic Translation Initiation Factor 6","ENSG00000242372","P56537","0.00914125","0.0459823","1.0","By_ingredient","0.4574"
"SMTT01088","ELN","7","Elastin","Elastin","ENSG00000049540","P15502","0.0485369","0.0894661","1.0","By_ingredient","0.1653"
"SMTT01124","ERBB2","17","Erb-b2 Receptor Tyrosine Kinase 2","Receptor Tyrosine-protein Kinase ErbB-2","ENSG00000141736","P04626","0.0567873","0.079705","1.0","By_ingredient","0.1524"
"SMTT01125","ERBB3","12","Erb-b2 Receptor Tyrosine Kinase 3","None","ENSG00000065361","None","0.00969536","0.0263476","1.0","By_ingredient","0.1523"
"SMTT01141","ESR1","6","Estrogen Receptor 1","Estrogen Receptor","ENSG00000091831","P03372","6.03297e-10","1.13337e-07","5.32931e-05","By_ingredient","15.6507"
"SMTT01142","ESR2","None","estrogen receptor 2","Estrogen Receptor Beta","ENSG00000140009","Q92731","9.27685e-12","3.57184e-09","3.83615e-06","By_ingredient","8.8704"
"SMTT01145","ESS2","22","Ess-2 Splicing Factor Homolog","None","ENSG00000100056","None","0.0366274","0.078201","1.0","By_ingredient","0.1904"
"SMTT01153","EWSR1","22","EWS RNA Binding Protein 1","None","ENSG00000182944","None","0.0366274","0.078201","1.0","By_ingredient","0.1875"
"SMTT01162","EZH2","7","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","None","ENSG00000106462","None","0.0485369","0.0894661","1.0","By_ingredient","0.17"
"SMTT01170","F3","None","coagulation factor III, tissue factor","Tissue Factor","ENSG00000117525","P13726","0.00903624","0.0254956","1.0","By_ingredient","0.5018"
"SMTT01172","F7","13","Coagulation Factor VII","Coagulation Factor VII","ENSG00000057593","P08709","0.00700197","0.0415362","1.0","By_ingredient","2.0214"
"SMTT01180","FAM111A","11","Family With Sequence Similarity 111 Member A","None","ENSG00000166801","None","0.0485369","0.0894661","1.0","By_ingredient","0.1957"
"SMTT01201","FASLG","1","Fas Ligand","None","ENSG00000117560","None","0.0749943","0.0989888","1.0","By_ingredient","0.3459"
"SMTT01202","FASN","None","fatty acid synthase","Fatty Acid Synthase","ENSG00000169710","P49327","0.026089","0.0464054","1.0","By_ingredient","0.3402"
"SMTT01211","FBXO31","16","F-box Protein 31","None","ENSG00000103264","None","0.0485369","0.0894661","1.0","By_ingredient","0.164"
"SMTT01232","FGF2","None","fibroblast growth factor 2","Fibroblast Growth Factor 2","ENSG00000138685","P09038","0.000301808","0.0031634","1.0","By_ingredient","0.4932"
"SMTT01235","FGF3","11","Fibroblast Growth Factor 3","None","ENSG00000186895","None","0.0485369","0.0894661","1.0","By_ingredient","0.1801"
"SMTT01247","FIG4","6","FIG4 Phosphoinositide 5-phosphatase","None","ENSG00000112367","None","0.0485369","0.0894661","1.0","By_ingredient","0.198"
"SMTT01272","FOS","14","Fos Proto-oncogene, AP-1 Transcription Factor Subunit","Proto-oncogene C-Fos","ENSG00000170345","P01100","0.000786167","0.00611155","1.0","By_ingredient","0.621"
"SMTT01274","FOXC2","16","Forkhead Box C2","None","ENSG00000176692","None","0.0123608","0.0509752","1.0","By_ingredient","0.1683"
"SMTT01282","FOXO1","13","Forkhead Box O1","None","ENSG00000150907","None","0.0183277","0.0592349","1.0","By_ingredient","0.34"
"SMTT01305","FUS","16","FUS RNA Binding Protein","None","ENSG00000089280","None","0.0485369","0.0894661","1.0","By_ingredient","0.21"
"SMTT01318","GAA","17","Glucosidase Alpha, Acid","Lysosomal Alpha-glucosidase","ENSG00000171298","P10253","0.0163032","0.0571178","1.0","By_ingredient","0.4612"
"SMTT01328","GAL","11","Galanin And GMAP Prepropeptide","None","ENSG00000069482","None","0.00969536","0.0263476","1.0","By_ingredient","None"
"SMTT01339","GAS8","16","Growth Arrest Specific 8","None","ENSG00000141013","None","0.0366274","0.078201","1.0","By_ingredient","0.1971"
"SMTT01346","GATAD1","7","GATA Zinc Finger Domain Containing 1","None","ENSG00000157259","None","0.0485369","0.0894661","1.0","By_ingredient","0.2064"
"SMTT01365","GDI1","X","GDP Dissociation Inhibitor 1","None","ENSG00000203879","None","0.0485369","0.0894661","1.0","By_ingredient","0.1715"
"SMTT01374","GH1","17","Growth Hormone 1","None","ENSG00000259384","None","0.0485369","0.0894661","1.0","By_ingredient","0.2369"
"SMTT01380","GJA1","6","Gap Junction Protein Alpha 1","Gap Junction Alpha-1 Protein","ENSG00000152661","P17302","0.00788136","0.0238057","1.0","By_ingredient","0.2952"
"SMTT01410","GMPPA","2","GDP-mannose Pyrophosphorylase A","None","ENSG00000144591","None","0.0366274","0.078201","1.0","By_ingredient","0.1745"
"SMTT01436","GOT1","None","glutamic-oxaloacetic transaminase 1","Aspartate Aminotransferase, Cytoplasmic","ENSG00000120053","P17174","0.336099","0.367066","1.0","By_ingredient","0.345"
"SMTT01439","GP6","19","Glycoprotein VI Platelet","None","ENSG00000088053","None","0.0485369","0.0894661","1.0","By_ingredient","0.1995"
"SMTT01458","GPX1","3","Glutathione Peroxidase 1","Glutathione Peroxidase 1","ENSG00000233276","P07203","0.0226744","0.0649589","1.0","By_ingredient","0.3435"
"SMTT01459","GPX4","19","Glutathione Peroxidase 4","Phospholipid Hydroperoxide Glutathione Peroxidase, Mitochondrial","ENSG00000167468","P36969","0.000615583","0.011497","1.0","By_ingredient","0.5769"
"SMTT01464","GRIA2","None","glutamate ionotropic receptor AMPA type subunit 2","Glutamate Receptor 2","ENSG00000120251","P42262","0.938406","0.947663","1.0","By_ingredient","0.6106"
"SMTT01483","GSK3B","None","glycogen synthase kinase 3 beta","Glycogen Synthase Kinase-3 Beta","ENSG00000082701","P49841","2.59995e-07","3.04741e-05","0.107513","By_ingredient","7.0686"
"SMTT01489","GSTM1","None","glutathione S-transferase mu 1","Glutathione S-transferase Mu 1","ENSG00000134184","P09488","0.0018249","0.0187858","1.0","By_ingredient","0.5192"
"SMTT01490","GSTM2","None","glutathione S-transferase mu 2","Glutathione S-transferase Mu 2","ENSG00000213366","P28161","0.000917286","0.00682682","1.0","By_ingredient","0.3301"
